Name,Brand Name,Price
WAPL484A,HEIL US,$909
WPG4424090LKDTP,HEIL US,$133
WFEU060B048A,KEEPRITE CAN,$280
WPG4364090RKBTP,TEMPSTAR COMMERCIAL US,$175
WFER045A036A,TEMPSTAR COMMERCIAL US,$909
WPG4604090RKDTP,TEMPSTAR US,$866
WFER070B036A,GRANDAIRE PL,$986
WPG4424090RKDTP,GRANDAIRE PL,$396
WFER070A036A,GRANDAIRE PL,$838
ERVCRSHB1100,GRANDAIRE PL,$515
KFCEH0401N03,GRANDAIRE PL,$300
UVLCR2LP1020-A05,GRANDAIRE PL,$914
KSBTX0301PUR,GRANDAIRE PL,$155
KGBFR0601B21,GRANDAIRE PL,$879
KFCEH3001F15,GRANDAIRE PL,$635
KFCEH0501N05,GRANDAIRE PL,$720
HRVCRLHB1150,GRANDAIRE PL,$325
KAALS0101LLS,GRANDAIRE PL,$252
HUMCRWBP2417,GRANDAIRE PL,$562
HRVCRSVU1157,GRANDAIRE PL,$139
KSATX0201PUR,GRANDAIRE PL,$500
KSATX0301PUR,Bryant,$608
KSATX0401PUR,Bryant,$186
DGAPAXX1625,Bryant,$460
HUMCRLFP1518,Bryant,$934
DGAPAXX2020,Bryant,$571
KSBTX0401PUR,Bryant,$118
DHMSHAQ24XA3,Bryant,$171
KGCNP5201VSP,Bryant,$421
40MBFQ24---3,Bryant,$220
KGBNP50011SP,Bryant,$109
KSATX1001HSO,Bryant,$247
KSATX0701HSO,Bryant,$530
KSAHS1001AAA,Bryant,$429
DGAPAXX2025,Bryant,$934
DEHCRCDA1095,Bryant,$770
KFCEH3401F24,Bryant,$515
DGAPAXX2420,DAYAND NIGHT COMMERCIAL US,$202
CPLOUVER019A00,GRANDAIRE PL,$343
KSATX0501PUR,GRANDAIRE PL,$548
40MBFQ18---3,GRANDAIRE PL,$929
KGANP4601ALL,GRANDAIRE PL,$581
HUMCRSTM3134,GRANDAIRE PL,$469
KGBFR0401B14,GRANDAIRE PL,$230
HUMCRLFP1518-A24,GRANDAIRE PL,$307
HRVCRLHB1250,GRANDAIRE PL,$139
KSBTX1001HSO,GRANDAIRE PL,$882
KSAHS1501AAA,GRANDAIRE PL,$665
KLABR0301BEC,GRANDAIRE PL,$483
UVLCR1LP1020,GRANDAIRE PL,$640
KAALS0201LLS,GRANDAIRE PL,$281
KLABR0101BEC,GRANDAIRE PL,$826
UVLCR2LP3020,GRANDAIRE PL,$336
40MBCQ24---3,GRANDAIRE PL,$554
EHK2-05B,GRANDAIRE PL,$261
KFCEH2901N09,GRANDAIRE PL,$919
DHMSHAQ09XA3,GRANDAIRE PL,$642
DHMSHAQ12XA3,GRANDAIRE PL,$503
HUMCRLBP2417-A24,Payne,$780
DHMSHAQ18XA3,Payne,$506
FB4CNP061L00,Payne,$476
WLNC604DA,Payne,$708
WPG4364060LKBTP,Payne,$678
WCA4604GKA,Payne,$611
WPG4364060RKBTP,Payne,$116
WPG4424090RKBTP,Payne,$829
WPG4484115RKB,Payne,$165
WCH4184GKB,SMARTCOMFORT,$870
WPG4484090LKBTP,Bryant,$575
WCA5484GKA,Bryant,$512
WPG4604090LKBTP,Bryant,$933
WPG4244060RKBTP,Bryant,$736
WPG4364060LKB,Bryant,$928
WPH4304000RKBTP,Bryant,$793
WLNC364BA,Bryant,$648
WCH4604GKB,Bryant,$903
WPG4304060LKDTP,Bryant,$389
FE4ANB003L00,Bryant,$323
CNPVU3017ALA,Bryant,$725
38MAQB24R--3,Bryant,$561
OBMAAB036098,Bryant,$595
FMA4P1800AL,Bryant,$792
FMC4Z3600AL,Bryant,$516
CA13NA0420NG,Bryant,$495
CA13NA04200G,Bryant,$956
38MHRBQ12AA1,Bryant,$856
PH4ZNA060000,Bryant,$295
CA13NA024BNG,Generic,$629
CNRVU4221ALA,Generic,$776
CPHEATER050B00,Generic,$316
CNRVU3014ALA,Generic,$365
PA4ZNA030000,Generic,$423
40MBFQ12---3,Generic,$819
40MBDQ18---3,Generic,$761
FMA4P3000AL,Generic,$549
38MPRAQ12AA3,Generic,$450
WPG4424090LKB,Generic,$411
WPH4364000RKB,Generic,$582
WLAM604DA,Generic,$776
WLNC424CA,Generic,$613
WPH4364000RKBTP,Generic,$732
WPH4604000RKB,Generic,$113
38AUZA25A0A6-0A0A0,Generic,$386
UVLBB2LP3020,DAYAND NIGHT COMMERCIAL US,$848
EHK07AKN,DETTSON CAN,$809
WFMR110C048B,DETTSON CAN,$151
WFAR080C060C,DETTSON CAN,$966
WJH430000KTP0A,DETTSON CAN,$159
WPH4424000RKB,DETTSON CAN,$292
WAPL424A,DETTSON CAN,$384
R4A424GKB,DETTSON CAN,$690
WPA4484000RKBTP,ECOTEMP PL,$978
KFCEH1801F20,ECOTEMP PL,$918
WJA436000KTP0A,ECOTEMP PL,$169
38MPRAQ24AA3,ECOTEMP PL,$497
WPG4244040LKBTP,ECOTEMP PL,$270
WPG4244060RKA,ECOTEMP PL,$468
WFML110C066B,ECOTEMP PL,$325
59MN7B080V21--20,ECOTEMP PL,$628
WFMR070A036B,ECOTEMP PL,$380
38MHRBQ18AA3,ECOTEMP PL,$971
CAPMP4821ALA,ECOTEMP PL,$317
40MBCQ09---3,ECOTEMP PL,$836
CRECOMZR078A00,ECOTEMP PL,$148
PA4ZNA048000--TP,ECOTEMP PL,$275
CRHUMDSN001B00,ECOTEMP PL,$288
38MBRQ36A--3,ECOTEMP PL,$318
CAPVU3621ACA,ECOTEMP PL,$454
FX4DNF061L00,ECOTEMP PL,$739
CPHEATER125A00,Generic,$705
CPHEATER054A00,Generic,$639
CPHEATER070A00,Generic,$855
FMA4P2400AT,Generic,$855
40MPHAQ18XA3,Generic,$766
WLNC244BA,Generic,$751
WFML090C048B,Generic,$548
WAHL604A,Generic,$551
WFMR090B042B,Generic,$116
NAEB20101TX,Generic,$221
WLSH304AA,Generic,$991
WCH4244GKP,Generic,$363
WCH4304GKB,Generic,$438
WCH4424GKB,Generic,$997
WPG4484090RKB,Generic,$759
R4A436GKB,Generic,$267
WPG4484090LKB,Generic,$230
WCA5424GKA,Generic,$167
WLNC424BA,Generic,$230
WPG4424090LKBTP,Generic,$540
WCA4484GKA,Generic,$800
WJA460000KTP0A,Generic,$575
CPHEATER132A00,Generic,$180
FE4ANB006000,Generic,$275
CAPVU3614ALA,Generic,$723
CPHEATER066A00,Generic,$918
FX4DNF031L00,Generic,$503
40MHHQ12---1,Generic,$669
CAPVU3017ALA,Generic,$473
PA4ZNA042000,Generic,$266
38MAQB09R--3,Generic,$823
CRECOMZR080A00,Generic,$891
CRHPLSIDE02A00,Generic,$657
CRECOMZR052A00,Generic,$837
40VML009---3,Generic,$157
NAHD00901LP,Generic,$475
WLNC484CA,Generic,$524
WCA4424GKA,Generic,$786
T1-NAC01,Generic,$932
WFML090B042B,Generic,$918
38VMB060HDS3-1,Generic,$209
FEM4X6000BL,Generic,$788
WCA4244GKA,Generic,$611
WJH442000KTP0A,Generic,$374
WCA3244GKG,Generic,$279
FVM4X6000BL,Generic,$197
40MPHAQ24XA3,Generic,$900
25HCD348A005,Generic,$966
WCH4484GKP,Generic,$698
48VR-E300603-GP,Generic,$924
WPH4604000RKBTP,Generic,$875
WPG4304060LKB,Generic,$107
48FCEA06A3A5-0A0A0,Generic,$691
NAEB20201TX,Generic,$555
PY4GNAE48090--TP,Generic,$561
PY4GNAB42090N,Generic,$803
PY4GNAE60115N-TP,CARRIER,$678
PY4GNAB42060--TP,CARRIER,$825
PY4GNAE36090,CARRIER,$909
PA13NA0240NG,CARRIER,$599
PY4GNAE60090,CARRIER,$791
PY4GNAE30040--TP,CARRIER,$491
PY4GNAB42060N,ECOTEMP PL,$577
PA13NA042BN0,GRANDAIRE PL,$944
PY4GNAB60130--TP,GRANDAIRE PL,$497
PY4GNAE30060--TP,GRANDAIRE PL,$152
PY4GNAB36060--TP,GRANDAIRE PL,$843
PH4GNAB42000--LT,GRANDAIRE PL,$707
PY4GNAB30060N,GRANDAIRE PL,$276
WCH4184GKP,GRANDAIRE PL,$863
WPH4244000RKB,GRANDAIRE PL,$192
WPH4244000RKBTP,GRANDAIRE PL,$813
WAHL484B,GRANDAIRE PL,$193
WFER090B042A,GRANDAIRE PL,$185
WLNH244BA,GRANDAIRE PL,$1000
619PHAQ12XA3,GRANDAIRE PL,$935
113ANA0420N0,GRANDAIRE PL,$443
180CNV036000,GRANDAIRE PL,$340
105ANA048000,GRANDAIRE PL,$487
226ANA048000,GRANDAIRE PL,$623
280ANV036000,GRANDAIRE PL,$321
800SA60090E21,CARRIER,$750
114CNA036000,CARRIER,$781
577CNWE36060N-TP,CARRIER,$158
280ANV060000,CARRIER,$615
284ANV060000,CARRIER,$591
986TC42080C17,CARRIER,$171
116BNA036000,CARRIER,$515
BA13NA024BNG,CARRIER,$292
577CNWE30040N-TP,CARRIER,$292
114CNA024000,CARRIER,$136
577CNWC36090,CARRIER,$715
577CNWC48115--TP,CARRIER,$284
810SA42090E17,CARRIER,$625
BA14NA04200G,CARRIER,$450
801SA60090E21,CARRIER,$483
126CNA048000,CARRIER,$183
912SC36060S14,CARRIER,$411
987MA42080V17,CARRIER,$982
BH14NB02400G,CARRIER,$642
BH14NB042P0G,CARRIER,$629
912SD60080E21,CARRIER,$816
T1-PAC01-A,CARRIER,$789
T1-NAC01-A,CARRIER,$481
577CNWE48090N-TP,CARRIER,$550
BH14NB04200G,CARRIER,$746
912SD36040E17,CARRIER,$531
SYSTXBBRWF01,CARRIER,$681
180BNA036000,CARRIER,$846
214DNA036000,CARRIER,$737
123ANA030BN0,CARRIER,$194
607CNXC36000--TP,CARRIER,$813
BH14NB03000G,GRANDAIRE PL,$642
801SA36070E14,GRANDAIRE PL,$456
215BNA037P00,GRANDAIRE PL,$503
214DNA048000,GRANDAIRE PL,$606
BH14NB06000G,CARRIER,$715
215BNA060P00,CARRIER,$723
BA14NA06000G,CARRIER,$104
187BNA036000,CARRIER,$702
189BNV049000,CARRIER,$536
116BNA042000,CARRIER,$831
189BNV024000,CARRIER,$422
820SA60070V21,CARRIER,$815
987MA66100V21,CARRIER,$650
UVLBB1LP1020,CARRIER,$674
577CNWE30060,CARRIER,$704
619PEQ009BBMA,CARRIER,$897
310AAV036110,CARRIER,$925
619PEQ018BBMA,CARRIER,$659
SYSTXBBECC01-B,CARRIER,$749
214DNA030000,CARRIER,$360
214DNA024000,CARRIER,$612
577CNWE60115,CARRIER,$150
SYSTXBBRRS01,CARRIER,$378
607CNXC24000--TP,CARRIER,$859
SYSTXBBWEC01-B,CARRIER,$874
189BNV024B00,CARRIER,$993
800SA36070E14,CARRIER,$840
880TA48090C17,CARRIER,$677
226ANA060000,CARRIER,$235
214DNA030P00,CARRIER,$445
186CNV048000,CARRIER,$902
280ANV048000,CARRIER,$806
226CNA024000,CARRIER,$413
114CNA048000,CARRIER,$988
225BNA024000,CARRIER,$874
987MA42060V17,CARRIER,$818
BH14NB018P0G,CARRIER,$793
880TA36045C17,CARRIER,$685
289BNA036000,CARRIER,$840
226ANA024000,CARRIER,$912
215BNA048000,CARRIER,$791
577CNWC48090N-TP,CARRIER,$719
215BNA060000,CARRIER,$668
113APA036000,CARRIER,$273
PH14NB03000G,CARRIER,$852
PG80ESAA60110C,CARRIER,$622
PG80ESAA36045A,CARRIER,$827
PA16NA03000G,CARRIER,$705
PG92ESAA48080B,CARRIER,$216
PH14NB024P0G,CARRIER,$741
PA15NC04200G,CARRIER,$883
PA13NA0360NG,CARRIER,$399
PG8JAA036070,Bryant,$453
PF4MNP030L00,Bryant,$801
PA13NA030000,Bryant,$476
PH4GNAB48000--TP,Bryant,$176
PG8MAA060155,Bryant,$866
PG80ESLA36070B,Bryant,$333
PH4GNAB60000--TP,Bryant,$952
PF4MNB019L00,Bryant,$154
PY4GNAB42090N-TP,Bryant,$796
PG8MAA036045,Bryant,$459
PY4GNAE60090N,Bryant,$582
PG96VTAA60080C,Bryant,$302
PG80ESAA60090C,Bryant,$887
PA15NC01800G,Bryant,$775
PA13NA018000,Bryant,$365
PY4GNAE30040N,CARRIER,$930
PA13NA036BNG,CARRIER,$390
PH16NC02400G,CARRIER,$113
PG8JAA048110,CARRIER,$306
PG95SAS60120D,CARRIER,$593
PY4GNAC30040N-TP,CARRIER,$639
PY4GNAB48090--TP,CARRIER,$388
PA14NC01800G,CARRIER,$908
912SD42060E17,CARRIER,$867
987MB66100C21,CARRIER,$130
800SA42090E17,CARRIER,$226
820TA66110V21,CARRIER,$213
986TC42060C17,CARRIER,$895
577CNWC36060N-TP,CARRIER,$143
801SA36045E14,CARRIER,$252
BH14NB03600G,CARRIER,$367
810SA36045E14,CARRIER,$905
821TA48090V17,CARRIER,$102
607CNXC60000--TP,CARRIER,$666
607ENXC30000--AD,CARRIER,$774
215BNA030P00,CARRIER,$358
113AEA036000,CARRIER,$828
284ANV048000,CARRIER,$529
113ANA036BN0,CARRIER,$449
607CNXC30000--TP,CARRIER,$207
186CNV060000,CARRIER,$772
912SD48080E17,CARRIER,$952
286BNA024000,CARRIER,$600
577CNWE42090--TP,CARRIER,$484
800SA60110E21,CARRIER,$508
619PAQ012BBMA,CARRIER,$915
214DNA018000,CARRIER,$590
820TA48090V17,CARRIER,$486
PH14NB04200G,CARRIER,$716
PH14NB03600G,CARRIER,$949
PY4GNAE24040N,Bryant,$937
PA14NC06000G,Bryant,$381
PF4MNB025L00,Bryant,$955
PA13NA030BN0,Bryant,$540
PY4GNAE60090N-TP,Bryant,$262
PH4GNAB48000,Bryant,$211
PG95SAS60140D,Bryant,$373
PH4GNAB42000,Bryant,$146
PA13NA048BNG,Bryant,$582
PA13NA0360N0,Bryant,$751
PG92SCS48060B,Bryant,$206
PY4GNAE42060N-TP,Bryant,$910
PA14NC030000,Bryant,$856
PA13NA036BN0,Bryant,$594
PG8JAA024070,Bryant,$736
PA13NA04200G,Bryant,$445
PY4GNAB24040N,Bryant,$319
PG80ESLA60090C,CARRIER,$162
PG92SCS60100C,CARRIER,$154
PG96VTAA60100C,CARRIER,$270
PG96VAT60100C,CARRIER,$880
619PEQ036BBMA,CARRIER,$498
810SA60110E21,CARRIER,$484
116BNA060000,CARRIER,$994
114CNA042000,CARRIER,$315
288BNV036000,CARRIER,$373
BH14NB01800G,CARRIER,$527
114CNA030000,CARRIER,$620
RGH060SECA0AAA,CARRIER,$614
DLFSHAH36XAK,CARRIER,$839
105ANA030000,TEMPSTAR US,$316
116BNA060B00,CARRIER,$440
987MB42080C17,CARRIER,$868
BH14NB024P0G,CARRIER,$336
113ANA030BN0,CARRIER,$640
912SC60100S21,CARRIER,$223
915SB30040E14,CARRIER,$812
126CNA036000,CARRIER,$250
214DNA024P00,CARRIER,$420
986TC66120C24,CARRIER,$928
915SB48080E17,CARRIER,$882
800SA36045E14,CARRIER,$382
113ANA048BN0,CARRIER,$191
BA14NA03600G,CARRIER,$659
810SA48070E21,CARRIER,$906
214DNA042000,CARRIER,$159
280ANV024000,CARRIER,$420
124ANS048000,CARRIER,$326
126CNA042000,CARRIER,$839
214DNA042P00,CARRIER,$740
BA14NA01800G,CARRIER,$235
577CNWE48090,CARRIER,$372
811SA60110E21,CARRIER,$391
288BNV024000,CARRIER,$265
607ENXA48000--TP,CARRIER,$561
T2-NAC01-A,CARRIER,$800
821SA60090V21,CARRIER,$283
986TB42060V17,CARRIER,$157
123ANA024BN0,Payne,$352
286BNA048000,Payne,$852
926TB66120V24,Payne,$837
FXM4X4800AL,Payne,$619
TVH836GKA,Payne,$600
48FCEM07A2A5-0A0A0,Payne,$604
FN1AAF006000,Payne,$964
CCA760GKB,Payne,$205
PY4GNAB30060,Payne,$281
FN1AAF015000,Payne,$563
END4X60L24A,Payne,$690
PY4GNAE42060--TP,Payne,$439
EHK20AKB,Payne,$270
PY4GNAE36060--TP,Payne,$587
PY4GNAE60090--TP,Payne,$412
PY4GNAB36090N,Payne,$379
PF4MNB025000,Payne,$282
PA13NA0180N0,Payne,$211
PA13NA0180NG,Payne,$444
PY4GNAB24040--TP,Payne,$369
PY4GNAB60090,Payne,$499
PY4GNAB60090--TP,Payne,$728
PY4GNAE24040--TP,Payne,$498
CVA948GKA,Payne,$234
25HCD336A005,Payne,$813
WLAM484CA,Payne,$622
40RUAA08T2A5-0A0A0,Payne,$406
KGAFR0801SRE,Payne,$476
WLNC484DA,Payne,$243
FX4DNF037000,Payne,$626
WPG4244040RKB,Payne,$863
WPG4304040LKCTP,GRANDAIRE PL,$117
WPG4364090LKBTP,GRANDAIRE PL,$491
48VR-B480903-GP,GRANDAIRE PL,$980
KFCEH1501F15,GRANDAIRE PL,$554
EHK10AKN,GRANDAIRE PL,$258
WPH4424000RKBTP,GRANDAIRE PL,$320
EBAC02NCB,GRANDAIRE PL,$736
WLNH604DA,GRANDAIRE PL,$632
PA13NA0300NG,GRANDAIRE PL,$539
PH14NB03700G,GRANDAIRE PL,$541
CRMANDPR002A03,GRANDAIRE PL,$170
CRHEATER282A00,GRANDAIRE PL,$624
CRHEATER283A00,GRANDAIRE PL,$812
FEM4X4800BL,GRANDAIRE PL,$414
EHK310B,Bryant,$326
CRHEATER105A00,Bryant,$545
CRHEATER110A00,Bryant,$762
CRLVHLGD016A00,Bryant,$588
EHK210B,Bryant,$967
WFMR070A024B,Bryant,$845
WPH4304000RKB,Bryant,$698
WAHL424B,Bryant,$253
WPH4484000RKB,Bryant,$815
WLAM424CA,Bryant,$296
WPG4424060LKBTP,Bryant,$479
CALVHLGD011A00,Bryant,$782
CRSINGLE049A00,Bryant,$691
CPMANDPR009A00,Bryant,$173
CRSINGLE057A00,Bryant,$313
CALVHLGD005A00,Bryant,$267
CRTWOPOS010A00,Bryant,$427
END4X36L17A,Bryant,$424
CRLVHLGD032A00,Bryant,$193
CRHEATER112A00,Bryant,$740
CRSTATUS001A00,Bryant,$703
OLR154F20A,Bryant,$211
CNPVU4324ALA,Bryant,$190
CNPVU6124ALA,Bryant,$572
38MARBQ12AA1,Bryant,$152
Testproduct1,Bryant,$426
DLFUAAH24XAK,Bryant,$912
Testproduct2,Bryant,$835
24ACC618A003,Bryant,$537
